DateTime,VehicleID,X,Y,Longitude,Latitude,Speed,Acceleration,FuelConsumption,CO2Emission,TravelTime,ActionId,ActionName,ActionParam,ActionDuration,LaneMaxSpeed,Neighbors,AllowedSpeed,VehicleAdded,VehicleAddedAhead,VehicleAddedBehind,ActionVehicleAhead,ActionVehicleBehind
49,veh1,579.881181907647,679.3791582334827,1.4687161414537433,43.5659651505431,12.857974726224276,-0.9790425866916248,204495.81039500222,641154.9176787145,69.0,1,accelerate,4.886158492469497,10,16.66,3,15.632078,5,1,4,1,2
42,veh1,633.967231403164,566.0318281898676,1.4694114840660668,43.56495388084266,10.102750877454376,7.73459313204512,443801.0686544373,1391380.5686640188,386.0,1,accelerate,9.571035782622097,19,16.66,1,15.632078,13,5,8,2,0
15,veh1,0.0,0.0,0.0,0.0,0.0,0.0,154436.44749509962,484200.8607524213,103.0,0,Aucune,0.0,0,0.0,0,0.0,8,6,2,0,0
36,veh1,602.4338680374611,557.3291604066121,1.4690231386829302,43.56487032092605,4.449794466884523,-1.7992096512792433,248987.62858406306,780648.2883766489,82.0,1,accelerate,9.570885496688472,17,27.78,3,18.766000000000002,6,4,2,1,2
23,veh1,0.0,0.0,0.0,0.0,0.0,0.0,174277.0024525449,546406.8818594412,108.0,0,Aucune,0.0,0,0.0,0,0.0,13,6,7,0,0
60,veh1,533.0822852410585,750.0073403577301,1.4681207273035064,43.56659311065458,3.6625669169947788,-1.4358115933835096,171291.03704736574,537046.4259468659,86.0,1,accelerate,4.570689142926048,6,16.66,2,15.632078,4,2,2,0,2
53,veh1,680.1175222849702,564.3603165399904,1.4699831275485808,43.56494648369336,16.672248272129966,7.4742587371123435,263620.7181539597,826521.0988203123,122.0,1,accelerate,3.2932400306311287,9,16.66,1,15.632078,12,6,6,1,1
47,veh1,612.5082817197399,633.0029351754424,1.469130589949261,43.56555312909906,16.421530749714425,1.1176163496363678,205762.1127055013,645124.7120288836,75.0,1,accelerate,3.7331721550978374,8,16.66,3,15.632078,12,2,10,2,0
62,veh1,532.4652126342061,751.0300503817616,1.4681128554529648,43.566602213667245,8.583139387248297,4.152627653568645,197376.9049008975,618833.3802015595,81.0,1,accelerate,4.089098182243258,14,16.66,3,15.632078,9,4,5,0,2
45,veh1,621.9684069469506,619.7965911311162,1.4692507021453083,43.56543582737385,11.07436800967399,-2.784370883352423,241191.85629955484,756205.4999339739,99.0,1,accelerate,7.4443504595226795,7,16.66,3,15.632078,6,2,4,2,0
31,veh1,603.0016174241485,557.5916236267353,1.4690301066064346,43.564872777481014,4.99165047351325,1.1609254493802705,294644.93064606097,923794.1906858165,98.0,1,accelerate,7.2766052155706165,17,27.78,4,18.766000000000002,11,4,7,1,2
58,veh1,637.9283384196835,556.6486022639405,1.4694626546611842,43.564870079170525,10.125703086962138,-1.1168298173888207,254672.39196786954,798472.1293660917,90.0,1,accelerate,9.313483085092997,15,16.66,1,15.632078,12,10,2,1,1
29,veh1,610.0468912501813,562.0101572945329,1.4691163076658236,43.56491371663321,5.304088972499458,-1.4907497354873493,269096.67762085894,843692.8535563108,100.0,1,accelerate,6.380443019190698,16,27.78,5,18.766000000000002,6,4,2,1,1
11,veh1,0.0,0.0,0.0,0.0,0.0,0.0,161863.0783289937,507486.02953734813,101.0,0,Aucune,0.0,0,0.0,0,0.0,10,6,4,0,0
50,veh1,650.400451677115,596.3177522417975,1.4696079968581444,43.56522920750181,14.306529046165778,2.8078276757632636,265513.2326728626,832462.0976302018,72.0,1,accelerate,9.64786674780537,19,18.76,1,17.602508,15,6,9,4,0
62,veh1,461.4035221954116,778.4471126960854,1.4672269499115647,43.56683720137385,15.460629053818064,-0.3328851971309632,213574.6259731447,669619.7841225226,65.0,1,accelerate,7.463374982688166,19,16.66,1,15.632078,0,0,0,1,0
53,veh1,626.616792239446,613.3074407288885,1.4693097210405075,43.56537818922734,11.834032574309488,-1.921089004774272,193058.59199644622,605294.7049557425,68.0,1,accelerate,7.105860915613831,15,16.66,4,15.632078,12,4,8,3,0
35,veh1,589.0007441438464,548.6545079942648,1.4688588376685476,43.56479001332261,6.868976599685952,1.4871889111398833,225147.13719862117,705899.6397877374,98.0,1,accelerate,4.3697529392781815,9,27.78,4,18.766000000000002,12,5,7,2,2
26,veh1,588.8182066783813,548.53505509308,1.4688566054088428,43.56478890786288,8.905054996886147,0.8397440712118662,287171.4735610908,900364.7770241362,101.0,1,accelerate,8.090614044431476,12,27.78,4,18.766000000000002,8,4,4,2,1
33,veh1,560.4510825725051,529.9486891059037,1.4685097086577696,43.564616908281955,6.625941598857294,-1.4748767318554847,475544.58062518656,1490906.6689668684,378.0,1,accelerate,9.996409494064991,20,27.78,5,18.766000000000002,14,7,7,4,0
21,veh1,0.0,0.0,0.0,0.0,0.0,0.0,178249.87707282498,558863.5859291749,102.0,0,Aucune,0.0,0,0.0,0,0.0,15,8,7,0,0
40,veh1,679.4808967737044,571.7538320816109,1.469973562499026,43.565012927107695,13.55980871066051,0.7587820279371851,249501.95262420762,782262.7032758004,70.0,1,accelerate,9.68868512857594,13,16.66,1,15.632078,5,3,2,1,1
66,veh1,561.969072036273,706.1541943629873,1.4684883090637249,43.56620318134337,9.060491083846468,-1.7643937517977495,242424.93901156084,760072.5189427137,84.0,1,accelerate,7.407137255672007,15,16.66,4,15.632078,11,5,6,0,4
42,veh1,562.7753170354416,531.4717041783123,1.4685381312160204,43.564631002372735,6.559635590277616,1.21894788657431,211736.79539748494,663855.5679389844,89.0,1,accelerate,6.98363095759776,8,27.78,5,18.766000000000002,12,8,4,4,1
50,veh1,608.4110348289977,638.7226958312579,1.4690785683652563,43.56560393326068,13.221750430264086,2.5485472150729915,252799.7595151981,792601.7561788996,69.0,1,accelerate,9.005541089452668,19,16.66,3,15.632078,7,5,2,2,0
54,veh1,619.0965923823097,570.1185395924184,1.4692264790719052,43.56498820025129,5.29072242141132,0.708529745387291,198651.27114970988,622827.3016819475,97.0,1,accelerate,5.652169892534827,8,27.78,5,18.766000000000002,15,9,6,0,2
41,veh1,596.3290306222447,655.589185488332,1.4689251660653935,43.565753744952445,14.693551375934856,0.7663343334570527,188025.0646089346,589514.2331701787,65.0,1,accelerate,5.519880210486104,9,16.66,3,15.632078,1,1,0,1,0
66,veh1,519.154852296578,784.848254035716,1.4679403747479591,43.566904402031945,4.925204893195121,-2.803796360968252,215679.63828177826,676214.1838464362,99.0,1,accelerate,6.211316773311963,15,16.66,1,15.632078,5,3,2,0,1
53,veh1,567.4209585828664,697.9959756457826,1.4685576563077904,43.56613065363971,9.155954608129338,-1.6803059217557603,196636.2046297434,616511.5369788851,84.0,1,accelerate,6.488328168855309,5,16.66,3,15.632078,6,2,4,0,4
17,veh1,561.9121690707375,530.9061040287033,1.46852757596554,43.56462576826917,17.290525779888156,0.12403167633054935,179805.7577543967,563744.1729143377,72.0,1,accelerate,4.435742275371911,5,27.78,3,18.766000000000002,1,1,0,2,0
26,veh1,534.5229761907872,506.66626864330436,1.4681940758147283,43.56440304319863,5.975934753423685,0.3115860550163614,221016.67482695638,692950.3746652419,93.0,1,accelerate,3.2671569964353395,13,27.78,4,18.766000000000002,10,6,4,2,2
54,veh1,535.7056778264217,745.6594405089487,1.468154193280791,43.56655441054093,5.572700240335101,-1.3412499782776637,186539.38545000335,584855.183211603,69.0,1,accelerate,7.706750711574457,14,16.66,1,15.632078,6,2,4,0,2
34,veh1,546.6060269544057,520.2112080600182,1.468340552479229,43.564526965137055,9.183601186481075,2.465398330577923,271130.48211945087,850069.9571122995,92.0,1,accelerate,6.6623289402843255,15,27.78,4,18.766000000000002,13,8,5,2,2
67,veh1,543.5632733375936,733.2709059339877,1.468254285739607,43.56644420517029,5.470434992626544,-0.6468838691252365,183578.1508165456,575569.2579496204,97.0,1,accelerate,8.815965092803447,5,16.66,3,15.632078,11,6,5,2,2
23,veh1,587.6704322842903,547.783949116395,1.4688425692208238,43.56478195685948,7.050725099669927,0.2878983593429041,271381.09334888356,850856.1445165155,89.0,1,accelerate,6.719237186537514,14,27.78,4,18.766000000000002,7,3,4,2,1
33,veh1,614.2320555161608,567.3002654716029,1.469166906827028,43.564962026604675,6.515437375864084,1.6138952529633137,299070.03521655436,937667.955774722,108.0,1,accelerate,4.951899720395779,15,27.78,5,18.766000000000002,6,3,3,1,2
54,veh1,618.9347209618616,624.0316197252727,1.469212184451979,43.565473443867376,11.37994738775253,0.5754588407392287,241806.71836412116,758131.9310134575,99.0,1,accelerate,6.5050176568385885,8,16.66,3,15.632078,9,5,4,2,0
18,veh1,0.0,0.0,0.0,0.0,0.0,0.0,163315.97853780113,512041.0331421266,105.0,0,Aucune,0.0,0,0.0,0,0.0,10,6,4,0,0
39,veh1,623.9853732660106,616.9809041824163,1.4692763108633857,43.56541081779005,15.460629053818064,-0.09849164052866399,187807.52649829816,588831.2388579913,61.0,1,accelerate,3.323932941335075,19,16.66,3,15.632078,2,2,0,2,0
19,veh1,550.2074708898325,522.8605296906886,1.4683845276260388,43.56455140896882,12.467769786038573,-0.44642173208649716,249683.9200439327,782833.2293181582,76.0,1,accelerate,8.669621317017064,13,27.78,1,18.766000000000002,7,3,4,4,0
33,veh1,674.6647017136232,549.7401084733344,1.4699189623538849,43.564813983970026,16.404930747052656,-1.4379674929659814,219884.530993618,689402.6048875968,60.0,1,accelerate,3.7947073489175493,19,16.66,1,15.632078,3,2,1,0,2
45,veh1,549.9518027500758,723.5706670644087,1.4683355796261788,43.56635795330339,14.411803203667858,-3.293280423524447,191068.1245970699,599055.6603934554,65.0,1,accelerate,7.31933594838382,8,16.66,1,15.632078,1,0,1,0,1
67,veh1,546.8337944472871,728.2468941636041,1.4682959163283569,43.56639952669379,7.713341487487346,-2.9212541633581637,244930.91443709016,767929.4776507809,84.0,1,accelerate,4.125686770038867,18,16.66,2,15.632078,15,5,10,2,1
32,veh1,596.234185603596,553.3880872938117,1.4689472958486458,43.564833819518356,4.0381150307291875,-4.0,264287.92264178535,828615.7832135407,99.0,1,accelerate,7.154857057783852,15,27.78,5,18.766000000000002,9,6,3,2,1
12,veh1,0.0,0.0,0.0,0.0,0.0,0.0,159976.0808749783,501571.5914308937,77.0,0,Aucune,0.0,0,0.0,0,0.0,1,0,1,0,0
59,veh1,516.6620906320296,791.3319503929602,1.467908038119492,43.566962347990064,8.23881226288293,5.353092848090455,181217.36993729806,568165.9993260242,82.0,1,accelerate,8.00336084212131,12,16.66,1,15.632078,2,1,1,1,0
38,veh1,666.2220386083902,544.106841698066,1.4698157404264636,43.564761880069156,11.687736514907613,-4.0,239420.38666657178,750648.7561910495,101.0,1,accelerate,9.827866512238916,11,16.66,1,15.632078,7,4,3,3,0
61,veh1,546.3758997166387,728.9502892615767,1.4682900877724896,43.56640578197896,9.468620226414803,1.5150690881491329,222403.86358503322,697297.9156966301,88.0,1,accelerate,6.945259655690634,13,16.66,2,15.632078,10,3,7,1,2
32,veh1,671.9825893661912,546.7455952738628,1.469886444782618,43.564786585989076,17.842898240018638,0.3376485768239945,251037.96562127862,787078.1221576321,62.0,1,accelerate,7.454891731923342,20,16.66,1,15.632078,4,2,2,1,0
61,veh1,635.6025478581864,605.7198280779751,1.469422679843388,43.565311382754714,14.176893066573303,-3.262834584320551,242357.33349373215,759858.3312946365,89.0,1,accelerate,3.0377684191172363,14,16.66,1,15.632078,14,9,5,2,0
27,veh1,638.6259818944694,555.5462035370192,1.469471541571452,43.56486027213372,14.404290627811491,6.303468102123588,224475.2493687172,703796.5246923371,58.0,1,accelerate,7.155959990633031,18,16.66,1,15.632078,1,0,1,0,1
55,veh1,536.9063262316497,743.6695366536675,1.4681695096442673,43.56653669865161,3.4592993267497976,0.163214846738982,230120.50378851598,721491.6111257143,90.0,1,accelerate,4.294612987251673,12,16.66,3,15.632078,3,2,1,1,1
50,veh1,679.1846110706811,573.4027841152797,1.469969519243537,43.56502772020234,10.159750773566104,-0.9937790564378108,209724.97234440898,657545.557116122,102.0,1,accelerate,3.7257352769372134,5,16.66,1,15.632078,14,6,8,3,0
14,veh1,0.0,0.0,0.0,0.0,0.0,0.0,146723.03010473866,460016.9444469316,99.0,0,Aucune,0.0,0,0.0,0,0.0,13,6,7,0,0
37,veh1,606.6166401369737,641.2276725715254,1.4690557854160626,43.565626183002436,14.283873982898893,0.056250730995088816,199680.175684087,626056.6800514834,63.0,1,accelerate,4.643196794256593,11,16.66,2,15.632078,0,0,0,1,0
